ID_INDICADOR;CODG_UND_MED;VLR_VAR;CODG_UND_FED;DESC_UND_FED;CODG_VAR;CODG_ANO;CODG_REND_MENSAL_DOM_PER_CAP;DESC_REND_MENSAL_DOM_PER_CAP;CODG_SIT_DOM;DESC_SIT_DOM;SUB_INDICADOR
Indicador  16.1.3.4;1572;17.149;16;Amapá;11392;2019;32855;Mais de 1 a 2 salários mínimos;6795;Total;11392
Indicador  16.1.3.4;1572;-;16;Amapá;11392;2019;32855;Mais de 1 a 2 salários mínimos;1;Urbana;11392
Indicador  16.1.3.4;1572;-;16;Amapá;11392;2019;32855;Mais de 1 a 2 salários mínimos;2;Rural;11392
Indicador  16.1.3.4;1572;3.062;16;Amapá;11392;2019;32856;Mais de 2 a 3 salários mínimos;6795;Total;11392
Indicador  16.1.3.4;1572;-;16;Amapá;11392;2019;32856;Mais de 2 a 3 salários mínimos;1;Urbana;11392
Indicador  16.1.3.4;1572;-;16;Amapá;11392;2019;32856;Mais de 2 a 3 salários mínimos;2;Rural;11392
Indicador  16.1.3.4;1572;6.126;16;Amapá;11392;2019;32857;Mais de 3 a 5 salários mínimos;6795;Total;11392
Indicador  16.1.3.4;1572;-;16;Amapá;11392;2019;32857;Mais de 3 a 5 salários mínimos;1;Urbana;11392
Indicador  16.1.3.4;1572;-;16;Amapá;11392;2019;32857;Mais de 3 a 5 salários mínimos;2;Rural;11392
Indicador  16.1.3.4;1572;3.622;16;Amapá;11392;2019;32858;Mais de 5 salários mínimos;6795;Total;11392
Indicador  16.1.3.4;1572;-;16;Amapá;11392;2019;32858;Mais de 5 salários mínimos;1;Urbana;11392
Indicador  16.1.3.4;1572;-;16;Amapá;11392;2019;32858;Mais de 5 salários mínimos;2;Rural;11392
Indicador  16.1.3.4;1572;186.029;17;Tocantins;11392;2019;32851;Total;6795;Total;11392
Indicador  16.1.3.4;1572;-;17;Tocantins;11392;2019;32851;Total;1;Urbana;11392
Indicador  16.1.3.4;1572;-;17;Tocantins;11392;2019;32851;Total;2;Rural;11392
Indicador  16.1.3.4;1572;25.255;17;Tocantins;11392;2019;32852;Sem rendimento até 1/4 do salário mínimo;6795;Total;11392
Indicador  16.1.3.4;1572;-;17;Tocantins;11392;2019;32852;Sem rendimento até 1/4 do salário mínimo;1;Urbana;11392
Indicador  16.1.3.4;1572;-;17;Tocantins;11392;2019;32852;Sem rendimento até 1/4 do salário mínimo;2;Rural;11392
Indicador  16.1.3.4;1572;39.605;17;Tocantins;11392;2019;32853;Mais de 1/4 a 1/2 do salário mínimo;6795;Total;11392
Indicador  16.1.3.4;1572;-;17;Tocantins;11392;2019;32853;Mais de 1/4 a 1/2 do salário mínimo;1;Urbana;11392
Indicador  16.1.3.4;1572;-;17;Tocantins;11392;2019;32853;Mais de 1/4 a 1/2 do salário mínimo;2;Rural;11392
Indicador  16.1.3.4;1572;67.584;17;Tocantins;11392;2019;32854;Mais de 1/2 a 1 salário mínimo;6795;Total;11392
Indicador  16.1.3.4;1572;-;17;Tocantins;11392;2019;32854;Mais de 1/2 a 1 salário mínimo;1;Urbana;11392
Indicador  16.1.3.4;1572;-;17;Tocantins;11392;2019;32854;Mais de 1/2 a 1 salário mínimo;2;Rural;11392
Indicador  16.1.3.4;1572;37.296;17;Tocantins;11392;2019;32855;Mais de 1 a 2 salários mínimos;6795;Total;11392
Indicador  16.1.3.4;1572;-;17;Tocantins;11392;2019;32855;Mais de 1 a 2 salários mínimos;1;Urbana;11392
Indicador  16.1.3.4;1572;-;17;Tocantins;11392;2019;32855;Mais de 1 a 2 salários mínimos;2;Rural;11392
Indicador  16.1.3.4;1572;8.637;17;Tocantins;11392;2019;32856;Mais de 2 a 3 salários mínimos;6795;Total;11392
Indicador  16.1.3.4;1572;-;17;Tocantins;11392;2019;32856;Mais de 2 a 3 salários mínimos;1;Urbana;11392
Indicador  16.1.3.4;1572;-;17;Tocantins;11392;2019;32856;Mais de 2 a 3 salários mínimos;2;Rural;11392
Indicador  16.1.3.4;1572;5.825;17;Tocantins;11392;2019;32857;Mais de 3 a 5 salários mínimos;6795;Total;11392
Indicador  16.1.3.4;1572;-;17;Tocantins;11392;2019;32857;Mais de 3 a 5 salários mínimos;1;Urbana;11392
Indicador  16.1.3.4;1572;-;17;Tocantins;11392;2019;32857;Mais de 3 a 5 salários mínimos;2;Rural;11392
Indicador  16.1.3.4;1572;1.827;17;Tocantins;11392;2019;32858;Mais de 5 salários mínimos;6795;Total;11392
Indicador  16.1.3.4;1572;-;17;Tocantins;11392;2019;32858;Mais de 5 salários mínimos;1;Urbana;11392
Indicador  16.1.3.4;1572;-;17;Tocantins;11392;2019;32858;Mais de 5 salários mínimos;2;Rural;11392
Indicador  16.1.3.4;1572;897.076;21;Maranhão;11392;2019;32851;Total;6795;Total;11392
Indicador  16.1.3.4;1572;-;21;Maranhão;11392;2019;32851;Total;1;Urbana;11392
Indicador  16.1.3.4;1572;-;21;Maranhão;11392;2019;32851;Total;2;Rural;11392
Indicador  16.1.3.4;1572;185.729;21;Maranhão;11392;2019;32852;Sem rendimento até 1/4 do salário mínimo;6795;Total;11392
Indicador  16.1.3.4;1572;-;21;Maranhão;11392;2019;32852;Sem rendimento até 1/4 do salário mínimo;1;Urbana;11392
Indicador  16.1.3.4;1572;-;21;Maranhão;11392;2019;32852;Sem rendimento até 1/4 do salário mínimo;2;Rural;11392
Indicador  16.1.3.4;1572;245.302;21;Maranhão;11392;2019;32853;Mais de 1/4 a 1/2 do salário mínimo;6795;Total;11392
Indicador  16.1.3.4;1572;-;21;Maranhão;11392;2019;32853;Mais de 1/4 a 1/2 do salário mínimo;1;Urbana;11392
Indicador  16.1.3.4;1572;-;21;Maranhão;11392;2019;32853;Mais de 1/4 a 1/2 do salário mínimo;2;Rural;11392
Indicador  16.1.3.4;1572;271.221;21;Maranhão;11392;2019;32854;Mais de 1/2 a 1 salário mínimo;6795;Total;11392
Indicador  16.1.3.4;1572;-;21;Maranhão;11392;2019;32854;Mais de 1/2 a 1 salário mínimo;1;Urbana;11392
Indicador  16.1.3.4;1572;-;21;Maranhão;11392;2019;32854;Mais de 1/2 a 1 salário mínimo;2;Rural;11392
Indicador  16.1.3.4;1572;138.224;21;Maranhão;11392;2019;32855;Mais de 1 a 2 salários mínimos;6795;Total;11392
Indicador  16.1.3.4;1572;-;21;Maranhão;11392;2019;32855;Mais de 1 a 2 salários mínimos;1;Urbana;11392
Indicador  16.1.3.4;1572;-;21;Maranhão;11392;2019;32855;Mais de 1 a 2 salários mínimos;2;Rural;11392
Indicador  16.1.3.4;1572;29.557;21;Maranhão;11392;2019;32856;Mais de 2 a 3 salários mínimos;6795;Total;11392
