ID_INDICADOR;CODG_UND_MED;VLR_VAR;CODG_UND_FED;DESC_UND_FED;CODG_VAR;CODG_ANO;CODG_SEXO;DESC_SEXO;SUB_INDICADOR
Indicador  3.a.1;2;3.5;11;Rondônia;12360;2019;5;Mulheres;12360
Indicador  3.a.1;2;12.7;12;Acre;12360;2019;6794;Total;12360
Indicador  3.a.1;2;15.5;12;Acre;12360;2019;4;Homens;12360
Indicador  3.a.1;2;8.8;12;Acre;12360;2019;5;Mulheres;12360
Indicador  3.a.1;2;8.5;13;Amazonas;12360;2019;6794;Total;12360
Indicador  3.a.1;2;12.8;13;Amazonas;12360;2019;4;Homens;12360
Indicador  3.a.1;2;3.6;13;Amazonas;12360;2019;5;Mulheres;12360
Indicador  3.a.1;2;9.4;14;Roraima;12360;2019;6794;Total;12360
Indicador  3.a.1;2;13.5;14;Roraima;12360;2019;4;Homens;12360
Indicador  3.a.1;2;4.8;14;Roraima;12360;2019;5;Mulheres;12360
Indicador  3.a.1;2;8.4;15;Pará;12360;2019;6794;Total;12360
Indicador  3.a.1;2;12.0;15;Pará;12360;2019;4;Homens;12360
Indicador  3.a.1;2;4.5;15;Pará;12360;2019;5;Mulheres;12360
Indicador  3.a.1;2;8.8;16;Amapá;12360;2019;6794;Total;12360
Indicador  3.a.1;2;11.3;16;Amapá;12360;2019;4;Homens;12360
Indicador  3.a.1;2;5.2;16;Amapá;12360;2019;5;Mulheres;12360
Indicador  3.a.1;2;10.0;17;Tocantins;12360;2019;6794;Total;12360
Indicador  3.a.1;2;13.3;17;Tocantins;12360;2019;4;Homens;12360
Indicador  3.a.1;2;5.7;17;Tocantins;12360;2019;5;Mulheres;12360
Indicador  3.a.1;2;9.6;21;Maranhão;12360;2019;6794;Total;12360
Indicador  3.a.1;2;13.5;21;Maranhão;12360;2019;4;Homens;12360
Indicador  3.a.1;2;5.5;21;Maranhão;12360;2019;5;Mulheres;12360
Indicador  3.a.1;2;9.2;22;Piauí;12360;2019;6794;Total;12360
Indicador  3.a.1;2;12.4;22;Piauí;12360;2019;4;Homens;12360
Indicador  3.a.1;2;4.9;22;Piauí;12360;2019;5;Mulheres;12360
Indicador  3.a.1;2;10.3;23;Ceará;12360;2019;6794;Total;12360
Indicador  3.a.1;2;12.4;23;Ceará;12360;2019;4;Homens;12360
Indicador  3.a.1;2;7.7;23;Ceará;12360;2019;5;Mulheres;12360
Indicador  3.a.1;2;9.2;24;Rio Grande do Norte;12360;2019;6794;Total;12360
Indicador  3.a.1;2;13.0;24;Rio Grande do Norte;12360;2019;4;Homens;12360
Indicador  3.a.1;2;5.2;24;Rio Grande do Norte;12360;2019;5;Mulheres;12360
Indicador  3.a.1;2;9.4;25;Paraíba;12360;2019;6794;Total;12360
Indicador  3.a.1;2;11.4;25;Paraíba;12360;2019;4;Homens;12360
Indicador  3.a.1;2;6.8;25;Paraíba;12360;2019;5;Mulheres;12360
Indicador  3.a.1;2;9.4;26;Pernambuco;12360;2019;6794;Total;12360
Indicador  3.a.1;2;11.4;26;Pernambuco;12360;2019;4;Homens;12360
Indicador  3.a.1;2;6.8;26;Pernambuco;12360;2019;5;Mulheres;12360
Indicador  3.a.1;2;8.5;27;Alagoas;12360;2019;6794;Total;12360
Indicador  3.a.1;2;10.7;27;Alagoas;12360;2019;4;Homens;12360
Indicador  3.a.1;2;6.0;27;Alagoas;12360;2019;5;Mulheres;12360
Indicador  3.a.1;2;7.7;28;Sergipe;12360;2019;6794;Total;12360
Indicador  3.a.1;2;9.1;28;Sergipe;12360;2019;4;Homens;12360
Indicador  3.a.1;2;5.6;28;Sergipe;12360;2019;5;Mulheres;12360
Indicador  3.a.1;2;7.8;29;Bahia;12360;2019;6794;Total;12360
Indicador  3.a.1;2;10.5;29;Bahia;12360;2019;4;Homens;12360
Indicador  3.a.1;2;4.7;29;Bahia;12360;2019;5;Mulheres;12360
Indicador  3.a.1;2;10.9;31;Minas Gerais;12360;2019;6794;Total;12360
Indicador  3.a.1;2;13.5;31;Minas Gerais;12360;2019;4;Homens;12360
Indicador  3.a.1;2;7.5;31;Minas Gerais;12360;2019;5;Mulheres;12360
Indicador  3.a.1;2;9.0;32;Espírito Santo;12360;2019;6794;Total;12360
Indicador  3.a.1;2;12.0;32;Espírito Santo;12360;2019;4;Homens;12360
Indicador  3.a.1;2;5.5;32;Espírito Santo;12360;2019;5;Mulheres;12360
Indicador  3.a.1;2;10.1;33;Rio de Janeiro;12360;2019;6794;Total;12360
Indicador  3.a.1;2;12.1;33;Rio de Janeiro;12360;2019;4;Homens;12360
Indicador  3.a.1;2;7.6;33;Rio de Janeiro;12360;2019;5;Mulheres;12360
Indicador  3.a.1;2;12.5;35;São Paulo;12360;2019;6794;Total;12360
Indicador  3.a.1;2;15.2;35;São Paulo;12360;2019;4;Homens;12360
Indicador  3.a.1;2;9.3;35;São Paulo;12360;2019;5;Mulheres;12360
Indicador  3.a.1;2;12.9;41;Paraná;12360;2019;6794;Total;12360
Indicador  3.a.1;2;15.3;41;Paraná;12360;2019;4;Homens;12360
Indicador  3.a.1;2;9.7;41;Paraná;12360;2019;5;Mulheres;12360
Indicador  3.a.1;2;11.0;42;Santa Catarina;12360;2019;6794;Total;12360
Indicador  3.a.1;2;13.4;42;Santa Catarina;12360;2019;4;Homens;12360
Indicador  3.a.1;2;7.9;42;Santa Catarina;12360;2019;5;Mulheres;12360
Indicador  3.a.1;2;13.7;43;Rio Grande do Sul;12360;2019;6794;Total;12360
Indicador  3.a.1;2;15.2;43;Rio Grande do Sul;12360;2019;4;Homens;12360
Indicador  3.a.1;2;11.0;43;Rio Grande do Sul;12360;2019;5;Mulheres;12360
Indicador  3.a.1;2;14.0;50;Mato Grosso do Sul;12360;2019;6794;Total;12360
Indicador  3.a.1;2;17.2;50;Mato Grosso do Sul;12360;2019;4;Homens;12360
Indicador  3.a.1;2;10.3;50;Mato Grosso do Sul;12360;2019;5;Mulheres;12360
Indicador  3.a.1;2;10.9;51;Mato Grosso;12360;2019;6794;Total;12360
Indicador  3.a.1;2;12.6;51;Mato Grosso;12360;2019;4;Homens;12360
Indicador  3.a.1;2;7.7;51;Mato Grosso;12360;2019;5;Mulheres;12360
Indicador  3.a.1;2;11.6;52;Goiás;12360;2019;6794;Total;12360
Indicador  3.a.1;2;14.9;52;Goiás;12360;2019;4;Homens;12360
Indicador  3.a.1;2;7.1;52;Goiás;12360;2019;5;Mulheres;12360
Indicador  3.a.1;2;9.6;53;Distrito Federal;12360;2019;6794;Total;12360
Indicador  3.a.1;2;12.0;53;Distrito Federal;12360;2019;4;Homens;12360
Indicador  3.a.1;2;6.7;53;Distrito Federal;12360;2019;5;Mulheres;12360
Indicador  3.a.1;2;12.5;1;Brasil;12361;2019;6794;Total;12361
Indicador  3.a.1;2;16.3;1;Brasil;12361;2019;4;Homens;12361
Indicador  3.a.1;2;9.4;1;Brasil;12361;2019;5;Mulheres;12361
Indicador  3.a.1;2;11.6;11;Rondônia;12361;2019;6794;Total;12361
Indicador  3.a.1;2;17.9;11;Rondônia;12361;2019;4;Homens;12361
Indicador  3.a.1;2;6.7;11;Rondônia;12361;2019;5;Mulheres;12361
Indicador  3.a.1;2;16.3;12;Acre;12361;2019;6794;Total;12361
