ID_INDICADOR;CODG_UND_MED;VLR_VAR;CODG_UND_FED;DESC_UND_FED;CODG_VAR;CODG_ANO;CODG_IDADE;DESC_IDADE;CODG_SIT_DOM;DESC_SIT_DOM;SUB_INDICADOR
Indicador  16.1.3.1;1572;-;28;Sergipe;11392;2019;95253;Total;2;Rural;11392
Indicador  16.1.3.1;1572;145.774;28;Sergipe;11392;2019;33061;18 a 29 anos;6795;Total;11392
Indicador  16.1.3.1;1572;-;28;Sergipe;11392;2019;33061;18 a 29 anos;1;Urbana;11392
Indicador  16.1.3.1;1572;-;28;Sergipe;11392;2019;33061;18 a 29 anos;2;Rural;11392
Indicador  16.1.3.1;1572;111.806;28;Sergipe;11392;2019;3299;30 a 39 anos;6795;Total;11392
Indicador  16.1.3.1;1572;-;28;Sergipe;11392;2019;3299;30 a 39 anos;1;Urbana;11392
Indicador  16.1.3.1;1572;-;28;Sergipe;11392;2019;3299;30 a 39 anos;2;Rural;11392
Indicador  16.1.3.1;1572;123.861;28;Sergipe;11392;2019;99127;40 a 59 anos;6795;Total;11392
Indicador  16.1.3.1;1572;-;28;Sergipe;11392;2019;99127;40 a 59 anos;1;Urbana;11392
Indicador  16.1.3.1;1572;-;28;Sergipe;11392;2019;99127;40 a 59 anos;2;Rural;11392
Indicador  16.1.3.1;1572;43.490;28;Sergipe;11392;2019;3302;60 anos ou mais;6795;Total;11392
Indicador  16.1.3.1;1572;-;28;Sergipe;11392;2019;3302;60 anos ou mais;1;Urbana;11392
Indicador  16.1.3.1;1572;-;28;Sergipe;11392;2019;3302;60 anos ou mais;2;Rural;11392
Indicador  16.1.3.1;1572;2430.770;29;Bahia;11392;2019;95253;Total;6795;Total;11392
Indicador  16.1.3.1;1572;-;29;Bahia;11392;2019;95253;Total;1;Urbana;11392
Indicador  16.1.3.1;1572;-;29;Bahia;11392;2019;95253;Total;2;Rural;11392
Indicador  16.1.3.1;1572;830.081;29;Bahia;11392;2019;33061;18 a 29 anos;6795;Total;11392
Indicador  16.1.3.1;1572;-;29;Bahia;11392;2019;33061;18 a 29 anos;1;Urbana;11392
Indicador  16.1.3.1;1572;-;29;Bahia;11392;2019;33061;18 a 29 anos;2;Rural;11392
Indicador  16.1.3.1;1572;608.334;29;Bahia;11392;2019;3299;30 a 39 anos;6795;Total;11392
Indicador  16.1.3.1;1572;-;29;Bahia;11392;2019;3299;30 a 39 anos;1;Urbana;11392
Indicador  16.1.3.1;1572;-;29;Bahia;11392;2019;3299;30 a 39 anos;2;Rural;11392
Indicador  16.1.3.1;1572;749.499;29;Bahia;11392;2019;99127;40 a 59 anos;6795;Total;11392
